:MEASURE:CURRent?	11/2/2016 11:15:15 AM	-1.03223520e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:15:16 AM	+6.27832291e+00

:MEASURE:CURRent?	11/2/2016 11:17:17 AM	-1.02667091e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:17:17 AM	+6.36001238e+00

:MEASURE:CURRent?	11/2/2016 11:19:18 AM	-1.02082786e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:19:19 AM	+6.42217535e+00

:MEASURE:CURRent?	11/2/2016 11:21:20 AM	-1.01705960e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:21:21 AM	+6.47833387e+00

:MEASURE:CURRent?	11/2/2016 11:23:22 AM	-1.04075753e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:23:23 AM	+5.93824340e+00

:MEASURE:CURRent?	11/2/2016 11:25:24 AM	-1.03779355e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:25:25 AM	+5.99029612e+00

:MEASURE:CURRent?	11/2/2016 11:27:26 AM	-1.03545290e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:27:26 AM	+6.04068448e+00

:MEASURE:CURRent?	11/2/2016 11:29:27 AM	-1.03308963e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:29:28 AM	+6.08986048e+00

:MEASURE:CURRent?	11/2/2016 11:31:29 AM	-1.03082710e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:31:31 AM	+6.13834726e+00

:MEASURE:CURRent?	11/2/2016 11:33:32 AM	-1.02887789e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:33:33 AM	+6.18619910e+00

:MEASURE:CURRent?	11/2/2016 11:35:34 AM	-1.02695797e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:35:35 AM	+6.23345479e+00

:MEASURE:CURRent?	11/2/2016 11:37:37 AM	-1.0245
:MEASURE:VOLTAGE:DC?	11/2/2016 11:37:38 AM	+6.28001373e+00

:MEASURE:CURRent?	11/2/2016 11:39:39 AM	-1.02252968e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:39:40 AM	+6.32604007e+00

:MEASURE:CURRent?	11/2/2016 11:41:41 AM	-1.02069438e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:41:42 AM	+6.37112536e+00

:MEASURE:CURRent?	11/2/2016 11:43:43 AM	-1.01836226e-01

:MEASURE:CURRent?	11/2/2016 11:45:45 AM	-1.01677159e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:45:46 AM	+6.45855108e+00

:MEASURE:CURRent?	11/2/2016 11:47:47 AM	-1.01375906e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:47:48 AM	+6.50040547e+00

:MEASURE:CURRent?	11/2/2016 11:49:49 AM	-1.01170766e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:49:50 AM	+6.54104454e+00

:MEASURE:CURRent?	11/2/2016 11:51:51 AM	-1.00922545e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:51:52 AM	+6.58023567e+00

:MEASURE:CURRent?	11/2/2016 11:53:53 AM	-1.00678575e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 11:53:53 AM	+6.61809063e+00

:MEASURE:CURRent?	11/2/2016 12:49:48 PM	-1.01248701e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 12:49:49 PM	+6.62950659e+00

:MEASURE:CURRent?	11/2/2016 12:51:50 PM	-1.00834486e-01

:MEASURE:VOLTAGE:DC?	11/2/2016 12:51:51 PM	+6.67414464e+00

:MEASURE:CURRent?	11/2/2016 12:53:52 PM	-9.85706235e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 12:53:53 PM	+6.71066249e+00

:MEASURE:CURRent?	11/2/2016 12:55:54 PM	-9.81313154e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 12:55:55 PM	+6.74538261e+00

:MEASURE:CURRent?	11/2/2016 12:57:56 PM	-9.77146882e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 12:57:57 PM	+6.77867733e+00

:MEASURE:CURRent?	11/2/2016 12:59:58 PM	-9.73729425e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 12:59:59 PM	+6.81081889e+00

:MEASURE:CURRent?	11/2/2016 1:01:59 PM	-9.69643714e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:02:00 PM	+6.84188101e+00

:MEASURE:CURRent?	11/2/2016 1:04:01 PM	-9.65801519e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:04:02 PM	+6.87202375e+00

:MEASURE:CURRent?	11/2/2016 1:06:03 PM	-9.61854774e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:06:04 PM	+6.90132281e+00

:MEASURE:CURRent?	11/2/2016 1:08:05 PM	-9.57558978e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:08:06 PM	+6.92983469e+00

:MEASURE:CURRent?	11/2/2016 1:10:07 PM	-9.53264750e-02
:MEASURE:VOLTAGE:DC?	11/2/2016 1:10:08 PM	+6.95761550e+00

:MEASURE:CURRent?	11/2/2016 1:12:09 PM	-9.48751232e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:12:09 PM	+6.98472839e+00

:MEASURE:CURRent?	11/2/2016 1:14:10 PM	-9.44157640e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:14:11 PM	+7.01126593e+00

:MEASURE:CURRent?	11/2/2016 1:16:12 PM	-9.39262722e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:16:13 PM	+7.03734076e+00

:MEASURE:CURRent?	11/2/2016 1:18:14 PM	-9.34236338e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:18:15 PM	+7.06279997e+00

:MEASURE:CURRent?	11/2/2016 1:20:16 PM	-9.28906564e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:20:17 PM	+7.08779661e+00

:MEASURE:CURRent?	11/2/2016 1:22:18 PM	-9.23074847e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:22:19 PM	+7.11230919e+00

:MEASURE:CURRent?	11/2/2016 1:24:19 PM	-9.17112515e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:24:20 PM	+7.13638310e+00

:MEASURE:CURRent?	11/2/2016 1:26:21 PM	-9.10279835e-02
:MEASURE:VOLTAGE:DC?	11/2/2016 1:26:22 PM	+7.16000613e+00

:MEASURE:CURRent?	11/2/2016 1:28:23 PM	-9.02897829e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:28:24 PM	+7.18319210e+00

:MEASURE:CURRent?	11/2/2016 1:30:25 PM	-8.94971982e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:30:26 PM	+7.20597421e+00

:MEASURE:CURRent?	11/2/2016 1:32:27 PM	-8.86193790e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:32:28 PM	+7.22834227e+00

:MEASURE:CURRent?	11/2/2016 1:34:29 PM	-8.76988072e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:34:30 PM	+7.25034610e+00

:MEASURE:CURRent?	11/2/2016 1:36:31 PM	-8.66427387e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:36:32 PM	+7.27203129e+00

:MEASURE:CURRent?	11/2/2016 1:38:33 PM	-8.54874266e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:38:34 PM	+7.29322009e+00

:MEASURE:CURRent?	11/2/2016 1:40:34 PM	-8.42261626e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:40:35 PM	+7.31403285e+00

:MEASURE:CURRent?	11/2/2016 1:42:36 PM	-8.28256061e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:42:37 PM	+7.33443035e+00

:MEASURE:CURRent?	11/2/2016 1:44:38 PM	-8.13000211e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:44:39 PM	+7.35444682e+00
:MEASURE:CURRent?	11/2/2016 1:46:40 PM	-7.96536834e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:46:41 PM	+7.37410644e+00

:MEASURE:CURRent?	11/2/2016 1:48:42 PM	-7.78972775e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:48:43 PM	+7.39339978e+00

:MEASURE:CURRent?	11/2/2016 1:50:44 PM	-7.60265106e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:50:44 PM	+7.41232353e+00

:MEASURE:CURRent?	11/2/2016 1:52:45 PM	-7.40923154e-02
:MEASURE:VOLTAGE:DC?	11/2/2016 1:52:46 PM	+7.43089429e+00

:MEASURE:CURRent?	11/2/2016 1:54:47 PM	-7.21072837e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:54:48 PM	+7.44905847e+00

:MEASURE:CURRent?	11/2/2016 1:56:49 PM	-7.00951147e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:56:50 PM	+7.46680699e+00

:MEASURE:CURRent?	11/2/2016 1:58:51 PM	-6.80810625e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 1:58:52 PM	+7.48410462e+00

:MEASURE:CURRent?	11/2/2016 2:00:53 PM	-6.60846920e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:00:53 PM	+7.50095966e+00

:MEASURE:CURRent?	11/2/2016 2:02:54 PM	-6.41129163e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:02:55 PM	+7.51733138e+00

:MEASURE:CURRent?	11/2/2016 2:04:56 PM	-6.21723594e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:04:57 PM	+7.53320301e+00

:MEASURE:CURRent?	11/2/2016 2:06:58 PM	-6.02798021e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:06:59 PM	+7.54856042e+00
:MEASURE:CURRent?	11/2/2016 2:09:00 PM	-5.8431
:MEASURE:VOLTAGE:DC?	11/2/2016 2:09:01 PM	+7.56340013e+00

:MEASURE:CURRent?	11/2/2016 2:11:02 PM	-5.65982430e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:11:03 PM	+7.57783327e+00

:MEASURE:CURRent?	11/2/2016 2:13:03 PM	-5.48920301e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:13:04 PM	+7.59156046e+00

:MEASURE:CURRent?	11/2/2016 2:15:05 PM	-5.32243492e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:15:06 PM	+7.60483621e+00

:MEASURE:CURRent?	11/2/2016 2:17:07 PM	-5.16277806e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:17:08 PM	+7.61764152e+00

:MEASURE:CURRent?	11/2/2016 2:19:09 PM	-5.00669690e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:19:10 PM	+7.62997955e+00

:MEASURE:CURRent?	11/2/2016 2:21:11 PM	-4.85280847e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:21:12 PM	+7.64243026e+00

:MEASURE:CURRent?	11/2/2016 2:23:12 PM	-4.70880914e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:23:13 PM	+7.65383574e+00

:MEASURE:CURRent?	11/2/2016 2:25:14 PM	-4.56950900e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:25:15 PM	+7.66491833e+00

:MEASURE:CURRent?	11/2/2016 2:27:16 PM	-4.43680235e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:27:17 PM	+7.67547231e+00

:MEASURE:CURRent?	11/2/2016 2:29:18 PM	-4.30666429e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:29:19 PM	+7.68572190e+00

:MEASURE:CURRent?	11/2/2016 2:31:20 PM	-4.18224696e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:31:21 PM	+7.69564222e+00

:MEASURE:CURRent?	11/2/2016 2:33:22 PM	-4.06434326e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:33:22 PM	+7.70524727e+00

:MEASURE:CURRent?	11/2/2016 2:35:23 PM	-3.94787037e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:35:24 PM	+7.71453488e+00

:MEASURE:CURRent?	11/2/2016 2:37:25 PM	-3.83466341e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:37:26 PM	+7.72352778e+00

:MEASURE:CURRent?	11/2/2016 2:39:27 PM	-3.72737985e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:39:28 PM	+7.73225974e+00

:MEASURE:CURRent?	11/2/2016 2:41:29 PM	-3.62350731e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:41:30 PM	+7.74071745e+00

:MEASURE:CURRent?	11/2/2016 2:43:31 PM	-3.52205790e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:43:31 PM	+7.74891056e+00

:MEASURE:CURRent?	11/2/2016 2:45:32 PM	-3.42418515e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:45:33 PM	+7.75684904e+00

:MEASURE:CURRent?	11/2/2016 2:47:34 PM	-3.33086318e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:47:35 PM	+7.76454053e+00

:MEASURE:CURRent?	11/2/2016 2:49:36 PM	-3.23818906e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:49:37 PM	+7.77198343e+00

:MEASURE:CURRent?	11/2/2016 2:51:38 PM	-3.14825615e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:51:39 PM	+7.77919751e+00

:MEASURE:CURRent?	11/2/2016 2:53:40 PM	-3.06372386e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:53:41 PM	+7.78620517e+00

:MEASURE:CURRent?	11/2/2016 2:55:41 PM	-2.98153740e-02

:MEASURE:VOLTAGE:DC?	11/2/2016 2:55:42 PM	+7.79301535e+00

