:MEASURE:VOLTAGE:DC?	10/21/2022 4:39:12 PM	4.99683e+0
:MEASURE:CURRent?	10/21/2022 4:39:12 PM	5.28839e-2
:MEASURE:VOLTAGE:DC?	10/21/2022 4:39:13 PM	4.99686e+0
:MEASURE:CURRent?	10/21/2022 4:39:13 PM	5.13142e-2
:MEASURE:VOLTAGE:DC?	10/21/2022 4:39:13 PM	4.99678e+0
:MEASURE:CURRent?	10/21/2022 4:39:13 PM	5.23385e-2
:MEASURE:VOLTAGE:DC?	10/21/2022 4:39:13 PM	4.99688e+0
:MEASURE:CURRent?	10/21/2022 4:39:14 PM	4.43558e-2
:MEASURE:VOLTAGE:DC?	10/21/2022 4:39:14 PM	4.99684e+0
:MEASURE:CURRent?	10/21/2022 4:39:14 PM	5.28593e-2
:MEASURE:VOLTAGE:DC?	10/21/2022 4:39:14 PM	4.99680e+0
:MEASURE:CURRent?	10/21/2022 4:39:14 PM	5.26244e-2
:MEASURE:VOLTAGE:DC?	10/21/2022 4:39:15 PM	4.99676e+0
:MEASURE:CURRent?	10/21/2022 4:39:15 PM	5.15282e-2
:MEASURE:VOLTAGE:DC?	10/21/2022 4:39:15 PM	4.99683e+0
:MEASURE:CURRent?	10/21/2022 4:39:15 PM	5.17390e-2
:MEASURE:VOLTAGE:DC?	10/21/2022 4:39:15 PM	4.99672e+0
:MEASURE:CURRent?	10/21/2022 4:39:16 PM	5.18258e-2
:MEASURE:VOLTAGE:DC?	10/21/2022 4:39:16 PM	4.99684e+0
:MEASURE:CURRent?	10/21/2022 4:39:16 PM	5.14116e-2
:MEASURE:VOLTAGE:DC?	10/21/2022 4:40:49 PM	4.99672e+0
:MEASURE:CURRent?	10/21/2022 4:40:49 PM	5.18485e-2
:MEASURE:VOLTAGE:DC?	10/21/2022 4:40:49 PM	4.99671e+0
:MEASURE:CURRent?	10/21/2022 4:40:50 PM	5.27477e-2
:MEASURE:VOLTAGE:DC?	10/21/2022 4:40:50 PM	4.99676e+0
:MEASURE:CURRent?	10/21/2022 4:40:50 PM	5.22971e-2
:MEASURE:VOLTAGE:DC?	10/21/2022 4:40:50 PM	4.99678e+0
:MEASURE:CURRent?	10/21/2022 4:40:50 PM	5.17333e-2
:MEASURE:VOLTAGE:DC?	10/21/2022 4:40:51 PM	4.99669e+0
:MEASURE:CURRent?	10/21/2022 4:40:51 PM	5.46646e-2
:MEASURE:VOLTAGE:DC?	10/21/2022 4:40:51 PM	4.99679e+0
:MEASURE:CURRent?	10/21/2022 4:40:51 PM	5.18677e-2
:MEASURE:VOLTAGE:DC?	10/21/2022 4:40:51 PM	4.99681e+0
:MEASURE:CURRent?	10/21/2022 4:40:52 PM	5.37723e-2
